Date,Open,High,Low,Close,Adj Close,Volume
1999-01-04,92.078125,93.609375,91.046875,91.953125,53.67552947998047,490200
1999-01-05,91.9375,93.4375,91.9375,93.21875,54.414306640625,473000
1999-01-06,94.171875,95.8125,93.828125,95.65625,55.83720779418945,701400
1999-01-07,94.25,95.484375,94.09375,95.25,55.60002136230469,450300
1999-01-08,96.25,96.625,95.296875,96.515625,56.33875274658203,446300
1999-01-11,96.34375,96.453125,95.25,96.34375,56.238407135009766,603000
1999-01-12,95.9375,96.0625,94.53125,94.53125,55.180477142333984,539600
1999-01-13,91.796875,94.375,91.796875,93.34375,54.487281799316406,1082800
1999-01-14,93.5,93.5,90.71875,90.875,53.046207427978516,604100
1999-01-15,92.109375,93.5,91.53125,93.46875,54.65039825439453,470100
1999-01-19,94.3125,94.3125,92.015625,93.0625,54.41289520263672,1505900
1999-01-20,94.1875,94.75,92.75,93.625,54.74177169799805,687500
1999-01-21,93.0,93.78125,92.03125,92.125,53.86476516723633,944500
1999-01-22,90.921875,92.109375,90.75,91.3125,53.3896598815918,550700
1999-01-25,91.390625,92.28125,90.359375,92.28125,53.95610427856445,608400
1999-01-26,92.296875,93.71875,91.828125,93.71875,54.79658889770508,459600
1999-01-27,93.8125,94.0,91.5,91.6875,53.60895538330078,487100
1999-01-28,92.46875,93.15625,92.21875,92.46875,54.06572723388672,268200
1999-01-29,93.203125,94.0,92.046875,93.28125,54.54084014892578,306900
1999-02-01,93.984375,94.34375,93.15625,93.34375,54.577392578125,191400
1999-02-02,93.265625,93.296875,91.875,92.65625,54.17538833618164,473600
1999-02-03,92.21875,94.0,92.21875,93.875,54.887939453125,238100
1999-02-04,93.515625,94.0,92.765625,93.5,54.6686897277832,442800
1999-02-05,93.21875,93.484375,92.4375,93.0625,54.41289520263672,438700
1999-02-08,93.5,93.765625,92.0625,92.8125,54.26674270629883,335500
1999-02-09,92.640625,92.84375,91.0,91.375,53.42621612548828,341700
1999-02-10,91.5,91.90625,90.96875,91.625,53.57240295410156,751900
1999-02-11,92.109375,94.34375,91.5,94.0,54.96106719970703,687700
1999-02-12,93.46875,93.984375,92.3125,92.90625,54.321563720703125,410400
1999-02-16,93.59375,93.96875,92.5,92.703125,54.202823638916016,728100
1999-02-17,92.46875,93.78125,91.796875,92.4375,54.04751205444336,466000
1999-02-18,92.734375,93.3125,91.96875,93.03125,54.39466094970703,589200
1999-02-19,93.0625,93.984375,92.59375,93.53125,54.77531814575195,382200
1999-02-22,93.453125,95.71875,93.359375,95.6875,56.038124084472656,418500
1999-02-23,95.34375,96.125,94.5625,95.5625,55.96485137939453,632800
1999-02-24,95.703125,96.078125,93.75,93.875,54.9765625,695600
1999-02-25,93.28125,93.84375,92.25,93.1875,54.573978424072266,1438600
1999-02-26,93.71875,93.8125,92.4375,92.890625,54.40012741088867,356200
1999-03-01,93.0,93.5625,92.25,93.0625,54.50082778930664,336900
1999-03-02,93.609375,94.21875,92.640625,93.28125,54.628902435302734,242000
1999-03-03,93.015625,93.34375,92.0,92.84375,54.372676849365234,201200
1999-03-04,93.5,94.96875,93.34375,94.96875,55.61716842651367,584900
1999-03-05,96.328125,97.84375,96.171875,97.625,57.17272186279297,1525300
1999-03-08,97.671875,97.78125,96.796875,97.46875,57.08121109008789,298300
1999-03-09,97.3125,98.34375,96.75,96.9375,56.77006530761719,848200
1999-03-10,97.125,97.9375,96.8125,97.9375,57.35576248168945,180300
1999-03-11,98.609375,99.71875,98.03125,99.3125,58.16101837158203,758500
1999-03-12,99.84375,99.859375,98.640625,98.640625,57.767520904541016,411300
1999-03-15,98.90625,99.75,98.75,99.734375,58.40807342529297,204000
1999-03-16,99.921875,100.109375,99.265625,99.4375,58.2342643737793,644400
1999-03-17,99.46875,99.75,98.6875,98.921875,57.93223571777344,608100
1999-03-18,98.765625,100.46875,98.625,100.3125,58.74661636352539,399800
1999-03-19,100.5,100.75,98.5625,98.5625,57.80824661254883,501000
1999-03-22,98.6875,99.4375,98.5625,99.125,58.13817596435547,118500
1999-03-23,98.421875,99.4375,96.28125,96.625,56.67184066772461,824500
1999-03-24,96.828125,97.09375,96.171875,96.84375,56.8001708984375,253600
1999-03-25,97.828125,98.734375,97.390625,98.625,57.844852447509766,385500
1999-03-26,97.953125,98.5,97.5,98.28125,57.64329147338867,258900
1999-03-29,99.203125,100.5,99.0,99.875,58.57804870605469,441200
1999-03-30,98.921875,99.859375,98.671875,99.28125,58.22974395751953,552000
1999-03-31,99.75,99.96875,97.65625,97.75,57.3316764831543,452900
1999-04-01,98.5,98.625,97.546875,98.265625,57.63407897949219,267500
1999-04-05,99.34375,100.34375,98.8125,100.125,58.724693298339844,457400
1999-04-06,99.546875,100.3125,99.1875,99.625,58.431396484375,231600
1999-04-07,100.375,101.09375,99.375,101.0,59.23783874511719,313900
1999-04-08,101.015625,102.140625,100.46875,102.0625,59.861061096191406,362600
1999-04-09,101.59375,102.59375,101.0,101.875,59.75106430053711,402300
1999-04-12,100.625,103.625,100.625,103.515625,60.71327590942383,900800
1999-04-13,103.375,104.28125,103.0,104.125,61.07064437866211,1310900
1999-04-14,104.78125,105.21875,103.578125,104.34375,61.19895935058594,1553700
1999-04-15,104.3125,105.15625,103.5,104.84375,61.49222183227539,1917400
1999-04-16,105.0,105.21875,103.78125,104.53125,61.31950378417969,2050400
1999-04-19,104.9375,107.484375,103.5,104.375,61.227806091308594,5045900
1999-04-20,104.25,104.96875,103.125,104.46875,61.28281784057617,4491000
1999-04-21,104.515625,106.53125,104.15625,106.5,62.474422454833984,2419100
1999-04-22,106.96875,107.59375,106.125,107.46875,63.04269790649414,1891000
1999-04-23,107.0,107.625,106.3125,107.09375,62.82270812988281,942000
1999-04-26,107.34375,107.34375,106.40625,107.25,62.914337158203125,629400
1999-04-27,108.0,108.625,107.515625,108.375,63.574275970458984,2460600
1999-04-28,108.25,109.4375,107.96875,108.265625,63.51012420654297,2919100
1999-04-29,108.8125,109.3125,108.125,108.78125,63.81260681152344,1922000
1999-04-30,109.28125,109.5625,106.5,107.625,63.134342193603516,3761500
1999-05-03,107.9375,110.21875,107.53125,110.21875,64.65586853027344,1834900
1999-05-04,109.8125,110.40625,108.71875,109.25,64.08759307861328,2046600
1999-05-05,109.34375,109.734375,107.75,109.375,64.16087341308594,2827000
1999-05-06,109.21875,109.84375,108.375,109.5,64.2342529296875,2659100
1999-05-07,110.0625,110.4375,109.25,110.4375,64.78417205810547,1749800
1999-05-10,110.28125,111.09375,109.625,110.0,64.52757263183594,1598000
1999-05-11,110.625,111.0,109.6875,110.21875,64.65586853027344,1519200
1999-05-12,110.0,110.6875,107.0,110.15625,64.61921691894531,3325500
1999-05-13,110.96875,111.5,110.5,111.25,65.26083374023438,1390300
1999-05-14,109.6875,110.109375,108.75,109.125,64.01424407958984,2026200
1999-05-17,108.90625,108.9375,107.6875,108.75,63.794254302978516,1204800
1999-05-18,109.1875,109.5,107.625,108.828125,63.840091705322266,1152500
1999-05-19,109.0625,109.3125,108.25,109.0625,63.97755432128906,679000
1999-05-20,109.4375,109.6875,108.78125,108.8125,63.8309326171875,1410900
1999-05-21,108.8125,108.90625,107.75,108.25,63.63492965698242,747200
1999-05-24,108.6875,108.6875,106.15625,106.375,62.53266525268555,1241800
1999-05-25,106.3125,107.59375,105.0625,105.0625,61.76116943359375,1253300
1999-05-26,105.96875,107.34375,105.0625,107.0,62.9000358581543,1336500
1999-05-27,106.625,106.6875,104.21875,104.875,61.6508903503418,1617700
1999-05-28,104.96875,105.9375,104.75,105.140625,61.80704116821289,702700
1999-06-01,105.203125,106.125,104.0625,106.09375,62.36735534667969,1968500
1999-06-02,106.0,106.34375,104.65625,105.921875,62.26628875732422,1111500
1999-06-03,106.3125,106.8125,105.9375,106.75,62.75309753417969,583900
1999-06-04,107.4375,108.3125,106.8125,108.21875,63.61656188964844,632300
1999-06-07,108.375,109.25,108.125,108.96875,64.05742645263672,651700
1999-06-08,108.90625,108.90625,107.375,107.75,63.34098815917969,574000
1999-06-09,108.03125,108.03125,106.71875,107.125,62.97358703613281,395400
1999-06-10,106.5625,106.71875,105.34375,106.21875,62.440860748291016,750600
1999-06-11,106.625,107.0,104.34375,104.96875,61.706050872802734,1043900
1999-06-14,105.5,106.125,105.0,105.6875,62.128536224365234,589100
1999-06-15,106.125,106.875,105.765625,106.34375,62.51435852050781,697300
1999-06-16,107.28125,108.0625,107.25,107.78125,63.35932922363281,773500
1999-06-17,107.5,108.875,107.25,108.71875,63.910465240478516,632500
1999-06-18,108.5625,108.84375,108.1875,108.46875,63.8321647644043,264300
1999-06-21,108.75,108.96875,107.625,108.125,63.629878997802734,309700
